osisRef,status,book,chapter,verseNum,verseText,mdText,people,peopleCount,places,placesCount,yearNum,quotesFrom,peopleGroups,eventsDescribed
Gen.1.1,publish,Gen,Gen.1,1,In the beginning God created the heaven and the earth.,In the beginning [God]([/person/god_1324) created the heaven and the earth.,god_1324,1,,0,-4004,,,God creates all things
Gen.1.2,publish,Gen,Gen.1,2,"And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters.","And the earth was without form, and void; and darkness _was_ upon the face of the deep. And the [Spirit]([/person/holy_spirit_7400) of [God]([/person/god_1324) moved upon the face of the waters.","god_1324,holy_spirit_7400",2,,0,-4004,,,God creates all things
Gen.1.3,publish,Gen,Gen.1,3,"And God said, Let there be light: and there was light.","And [God]([/person/god_1324) said, Let there be light: and there was light.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.4,publish,Gen,Gen.1,4,"And God saw the light, that it was good: and God divided the light from the darkness.","And [God]([/person/god_1324) saw the light, that _it_ _was_ good: and [God]([/person/god_1324) divided the light from the darkness.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.5,publish,Gen,Gen.1,5,"And God called the light Day, and the darkness he called Night. And the evening and the morning were the first day.","And [God]([/person/god_1324) called the light Day, and the darkness he called Night. And the evening and the morning were the first day.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.6,publish,Gen,Gen.1,6,"And God said, Let there be a firmament in the midst of the waters, and let it divide the waters from the waters.","And [God]([/person/god_1324) said, Let there be a firmament in the midst of the waters, and let it divide the waters from the waters.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.7,publish,Gen,Gen.1,7,"And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was so.","And [God]([/person/god_1324) made the firmament, and divided the waters which _were_ under the firmament from the waters which _were_ above the firmament: and it was so.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.8,publish,Gen,Gen.1,8,And God called the firmament Heaven. And the evening and the morning were the second day.,And [God]([/person/god_1324) called the firmament Heaven. And the evening and the morning were the second day.,god_1324,1,,0,-4004,,,God creates all things
Gen.1.9,publish,Gen,Gen.1,9,"And God said, Let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.","And [God]([/person/god_1324) said, Let the waters under the heaven be gathered together unto one place, and let the dry _land_ appear: and it was so.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.10,publish,Gen,Gen.1,10,And God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good.,And [God]([/person/god_1324) called the dry _land_ Earth; and the gathering together of the waters called he Seas: and [God]([/person/god_1324) saw that _it_ _was_ good.,god_1324,1,,0,-4004,,,God creates all things
Gen.1.11,publish,Gen,Gen.1,11,"And God said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so.","And [God]([/person/god_1324) said, Let the earth bring forth grass, the herb yielding seed, _and_ the fruit tree yielding fruit after his kind, whose seed _is_ in itself, upon the earth: and it was so.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.12,publish,Gen,Gen.1,12,"And the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good.","And the earth brought forth grass, _and_ herb yielding seed after his kind, and the tree yielding fruit, whose seed _was_ in itself, after his kind: and [God]([/person/god_1324) saw that _it_ _was_ good.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.13,publish,Gen,Gen.1,13,And the evening and the morning were the third day.,And the evening and the morning were the third day.,,0,,0,-4004,,,God creates all things
Gen.1.14,publish,Gen,Gen.1,14,"And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years:","And [God]([/person/god_1324) said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years:",god_1324,1,,0,-4004,,,God creates all things
Gen.1.15,publish,Gen,Gen.1,15,And let them be for lights in the firmament of the heaven to give light upon the earth: and it was so.,And let them be for lights in the firmament of the heaven to give light upon the earth: and it was so.,,0,,0,-4004,,,God creates all things
Gen.1.16,publish,Gen,Gen.1,16,"And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.","And [God]([/person/god_1324) made two great lights; the greater light to rule the day, and the lesser light to rule the night: _he_ _made_ the stars also.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.17,publish,Gen,Gen.1,17,"And God set them in the firmament of the heaven to give light upon the earth,","And [God]([/person/god_1324) set them in the firmament of the heaven to give light upon the earth,",god_1324,1,,0,-4004,,,God creates all things
Gen.1.18,publish,Gen,Gen.1,18,"And to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good.","And to rule over the day and over the night, and to divide the light from the darkness: and [God]([/person/god_1324) saw that _it_ _was_ good.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.19,publish,Gen,Gen.1,19,And the evening and the morning were the fourth day.,And the evening and the morning were the fourth day.,,0,,0,-4004,,,God creates all things
Gen.1.20,publish,Gen,Gen.1,20,"And God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven.","And [God]([/person/god_1324) said, Let the waters bring forth abundantly the moving creature that hath life, and fowl _that_ may fly above the earth in the open firmament of heaven.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.21,publish,Gen,Gen.1,21,"And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good.","And [God]([/person/god_1324) created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and [God]([/person/god_1324) saw that _it_ _was_ good.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.22,publish,Gen,Gen.1,22,"And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.","And [God]([/person/god_1324) blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.23,publish,Gen,Gen.1,23,And the evening and the morning were the fifth day.,And the evening and the morning were the fifth day.,,0,,0,-4004,,,God creates all things
Gen.1.24,publish,Gen,Gen.1,24,"And God said, Let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so.","And [God]([/person/god_1324) said, Let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.25,publish,Gen,Gen.1,25,"And God made the beast of the earth after his kind, and cattle after their kind, and every thing that creepeth upon the earth after his kind: and God saw that it was good.","And [God]([/person/god_1324) made the beast of the earth after his kind, and cattle after their kind, and every thing that creepeth upon the earth after his kind: and [God]([/person/god_1324) saw that _it_ _was_ good.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.26,publish,Gen,Gen.1,26,"And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.","And [God]([/person/god_1324) said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.27,publish,Gen,Gen.1,27,"So God created man in his own image, in the image of God created he him; male and female created he them.","So [God]([/person/god_1324) created man in his _own_ image, in the image of [God]([/person/god_1324) created he him; male and female created he them.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.28,publish,Gen,Gen.1,28,"And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.","And [God]([/person/god_1324) blessed them, and [God]([/person/god_1324) said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.29,publish,Gen,Gen.1,29,"And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat.","And [God]([/person/god_1324) said, Behold, I have given you every herb bearing seed, which _is_ upon the face of all the earth, and every tree, in the which _is_ the fruit of a tree yielding seed; to you it shall be for meat.",god_1324,1,,0,-4004,,,God creates all things
Gen.1.30,publish,Gen,Gen.1,30,"And to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is life, I have given every green herb for meat: and it was so.","And to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein _there_ _is_ life, _I_ _have_ _given_ every green herb for meat: and it was so.",,0,,0,-4004,,,God creates all things
Gen.1.31,publish,Gen,Gen.1,31,"And God saw every thing that he had made, and, behold, it was very good. And the evening and the morning were the sixth day.","And [God]([/person/god_1324) saw every thing that he had made, and, behold, _it_ _was_ very good. And the evening and the morning were the sixth day.",god_1324,1,,0,-4004,,,God creates all things
Gen.2.1,publish,Gen,Gen.2,1,"Thus the heavens and the earth were finished, and all the host of them.","Thus the heavens and the earth were finished, and all the host of them.",,0,,0,-4004,,,God creates all things
Gen.2.2,publish,Gen,Gen.2,2,And on the seventh day God ended his work which he had made; and he rested on the seventh day from all his work which he had made.,And on the seventh day [God]([/person/god_1324) ended his work which he had made; and he rested on the seventh day from all his work which he had made.,god_1324,1,,0,-4004,,,God creates all things
Gen.2.3,publish,Gen,Gen.2,3,"And God blessed the seventh day, and sanctified it: because that in it he had rested from all his work which God created and made.","And [God]([/person/god_1324) blessed the seventh day, and sanctified it: because that in it he had rested from all his work which [God]([/person/god_1324) created and made.",god_1324,1,,0,-4004,,,God creates all things
Gen.2.4,publish,Gen,Gen.2,4,"These are the generations of the heavens and of the earth when they were created, in the day that the LORD God made the earth and the heavens,","These _are_ the generations of the heavens and of the earth when they were created, in the day that the [LORD]([/person/god_1324) [God]([/person/god_1324) made the earth and the heavens,",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.5,publish,Gen,Gen.2,5,"And every plant of the field before it was in the earth, and every herb of the field before it grew: for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground.","And every plant of the field before it was in the earth, and every herb of the field before it grew: for the [LORD]([/person/god_1324) [God]([/person/god_1324) had not caused it to rain upon the earth, and _there_ _was_ not a man to till the ground.",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.6,publish,Gen,Gen.2,6,"But there went up a mist from the earth, and watered the whole face of the ground.","But there went up a mist from the earth, and watered the whole face of the ground.",,0,,0,-4004,,,God creates man and woman
Gen.2.7,publish,Gen,Gen.2,7,"And the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.","And the [LORD]([/person/god_1324) [God]([/person/god_1324) formed man _of_ the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.8,publish,Gen,Gen.2,8,And the LORD God planted a garden eastward in Eden; and there he put the man whom he had formed.,And the [LORD]([/person/god_1324) [God]([/person/god_1324) planted a garden eastward in Eden; and there he put the man whom he had formed.,god_1324,1,eden_354,1,-4004,,,God creates man and woman
Gen.2.9,publish,Gen,Gen.2,9,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil.","And out of the ground made the [LORD]([/person/god_1324) [God]([/person/god_1324) to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil.",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.10,publish,Gen,Gen.2,10,"And a river went out of Eden to water the garden; and from thence it was parted, and became into four heads.","And a river went out of Eden to water the garden; and from thence it was parted, and became into four heads.",,0,eden_354,1,-4004,,,God creates man and woman
Gen.2.11,publish,Gen,Gen.2,11,"The name of the first is Pison: that is it which compasseth the whole land of Havilah, where there is gold;","The name of the first _is_ Pison: that _is_ it which compasseth the whole land of Havilah, where _there_ _is_ gold;",,0,"havilah_533,pishon_951",2,-4004,,,God creates man and woman
Gen.2.12,publish,Gen,Gen.2,12,And the gold of that land is good: there is bdellium and the onyx stone.,And the gold of that land _is_ good: there _is_ bdellium and the onyx stone.,,0,,0,-4004,,,God creates man and woman
Gen.2.13,publish,Gen,Gen.2,13,And the name of the second river is Gihon: the same is it that compasseth the whole land of Ethiopia.,And the name of the second river _is_ Gihon: the same _is_ it that compasseth the whole land of Ethiopia.,,0,"gihon_472,ethiopia_419",2,-4004,,,God creates man and woman
Gen.2.14,publish,Gen,Gen.2,14,And the name of the third river is Hiddekel: that is it which goeth toward the east of Assyria. And the fourth river is Euphrates.,And the name of the third river _is_ Hiddekel: that _is_ it which goeth toward the east of Assyria. And the fourth river _is_ Euphrates.,,0,"tigris_1163,assyria_111,euphrates_421",3,-4004,,,God creates man and woman
Gen.2.15,publish,Gen,Gen.2,15,"And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it.","And the [LORD]([/person/god_1324) [God]([/person/god_1324) took the man, and put him into the garden of Eden to dress it and to keep it.",god_1324,1,eden_354,1,-4004,,,God creates man and woman
Gen.2.16,publish,Gen,Gen.2,16,"And the LORD God commanded the man, saying, Of every tree of the garden thou mayest freely eat:","And the [LORD]([/person/god_1324) [God]([/person/god_1324) commanded the man, saying, Of every tree of the garden thou mayest freely eat:",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.17,publish,Gen,Gen.2,17,"But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.","But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.",,0,,0,-4004,,,God creates man and woman
Gen.2.18,publish,Gen,Gen.2,18,"And the LORD God said, It is not good that the man should be alone; I will make him an help meet for him.","And the [LORD]([/person/god_1324) [God]([/person/god_1324) said, _It_ _is_ not good that the man should be alone; I will make him an help meet for him.",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.19,publish,Gen,Gen.2,19,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto Adam to see what he would call them: and whatsoever Adam called every living creature, that was the name thereof.","And out of the ground the [LORD]([/person/god_1324) [God]([/person/god_1324) formed every beast of the field, and every fowl of the air; and brought _them_ unto [Adam]([/person/adam_78) to see what he would call them: and whatsoever [Adam]([/person/adam_78) called every living creature, that _was_ the name thereof.","adam_78,god_1324",2,,0,-4004,,,God creates man and woman
Gen.2.20,publish,Gen,Gen.2,20,"And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an help meet for him.","And [Adam]([/person/adam_78) gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for [Adam]([/person/adam_78) there was not found an help meet for him.",adam_78,1,,0,-4004,,,God creates man and woman
Gen.2.21,publish,Gen,Gen.2,21,"And the LORD God caused a deep sleep to fall upon Adam, and he slept: and he took one of his ribs, and closed up the flesh instead thereof;","And the [LORD]([/person/god_1324) [God]([/person/god_1324) caused a deep sleep to fall upon [Adam,]([/person/adam_78) and he slept: and he took one of his ribs, and closed up the flesh instead thereof;","adam_78,god_1324",2,,0,-4004,,,God creates man and woman
Gen.2.22,publish,Gen,Gen.2,22,"And the rib, which the LORD God had taken from man, made he a woman, and brought her unto the man.","And the rib, which the [LORD]([/person/god_1324) [God]([/person/god_1324) had taken from man, made he a woman, and brought her unto the man.",god_1324,1,,0,-4004,,,God creates man and woman
Gen.2.23,publish,Gen,Gen.2,23,"And Adam said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.","And [Adam]([/person/adam_78) said, This _is_ now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",adam_78,1,,0,-4004,,,God creates man and woman
Gen.2.24,publish,Gen,Gen.2,24,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.",,0,,0,-4004,,,God creates man and woman
Gen.2.25,publish,Gen,Gen.2,25,"And they were both naked, the man and his wife, and were not ashamed.","And they were both naked, the man and his wife, and were not ashamed.",,0,,0,-4004,,,God creates man and woman
Gen.3.1,publish,Gen,Gen.3,1,"Now the serpent was more subtil than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?","Now the serpent was more subtil than any beast of the field which the [LORD]([/person/god_1324) [God]([/person/god_1324) had made. And he said unto the woman, Yea, hath [God]([/person/god_1324) said, Ye shall not eat of every tree of the garden?",god_1324,1,,0,-4004,,,Man falls into sin
Gen.3.2,publish,Gen,Gen.3,2,"And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:","And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:",,0,,0,-4004,,,Man falls into sin
Gen.3.3,publish,Gen,Gen.3,3,"But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die.","But of the fruit of the tree which _is_ in the midst of the garden, [God]([/person/god_1324) hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die.",god_1324,1,,0,-4004,,,Man falls into sin
Gen.3.4,publish,Gen,Gen.3,4,"And the serpent said unto the woman, Ye shall not surely die:","And the serpent said unto the woman, Ye shall not surely die:",,0,,0,-4004,,,Man falls into sin
Gen.3.5,publish,Gen,Gen.3,5,"For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.","For [God]([/person/god_1324) doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.",god_1324,1,,0,-4004,,,Man falls into sin
Gen.3.6,publish,Gen,Gen.3,6,"And when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.","And when the woman saw that the tree _was_ good for food, and that it _was_ pleasant to the eyes, and a tree to be desired to make _one_ wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.",,0,,0,-4004,,,Man falls into sin
Gen.3.7,publish,Gen,Gen.3,7,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.","And the eyes of them both were opened, and they knew that they _were_ naked; and they sewed fig leaves together, and made themselves aprons.",,0,,0,-4004,,,Man falls into sin
Gen.3.8,publish,Gen,Gen.3,8,And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.,And they heard the voice of the [LORD]([/person/god_1324) [God]([/person/god_1324) walking in the garden in the cool of the day: and [Adam]([/person/adam_78) and his wife hid themselves from the presence of the [LORD]([/person/god_1324) [God]([/person/god_1324) amongst the trees of the garden.,"adam_78,god_1324",2,,0,-4004,,,Man falls into sin
Gen.3.9,publish,Gen,Gen.3,9,"And the LORD God called unto Adam, and said unto him, Where art thou?","And the [LORD]([/person/god_1324) [God]([/person/god_1324) called unto [Adam,]([/person/adam_78) and said unto him, Where _art_ thou?","adam_78,god_1324",2,,0,-4004,,,Man falls into sin
Gen.3.10,publish,Gen,Gen.3,10,"And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself.","And he said, I heard thy voice in the garden, and I was afraid, because I _was_ naked; and I hid myself.",,0,,0,-4004,,,Man falls into sin
Gen.3.11,publish,Gen,Gen.3,11,"And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?","And he said, Who told thee that thou _wast_ naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?",,0,,0,-4004,,,Man falls into sin
Gen.3.12,publish,Gen,Gen.3,12,"And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.","And the man said, The woman whom thou gavest _to_ _be_ with me, she gave me of the tree, and I did eat.",,0,,0,-4004,,,Man falls into sin
Gen.3.13,publish,Gen,Gen.3,13,"And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.","And the [LORD]([/person/god_1324) [God]([/person/god_1324) said unto the woman, What _is_ this _that_ thou hast done? And the woman said, The serpent beguiled me, and I did eat.",god_1324,1,,0,-4004,,,Man falls into sin
Gen.3.14,publish,Gen,Gen.3,14,"And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:","And the [LORD]([/person/god_1324) [God]([/person/god_1324) said unto the serpent, Because thou hast done this, thou _art_ cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",god_1324,1,,0,-4004,,,Man falls into sin
Gen.3.15,publish,Gen,Gen.3,15,"And I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.","And I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.",,0,,0,-4004,,,Man falls into sin
Gen.3.16,publish,Gen,Gen.3,16,"Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.","Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire _shall_ _be_ to thy husband, and he shall rule over thee.",,0,,0,-4004,,,Man falls into sin
Gen.3.17,publish,Gen,Gen.3,17,"And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;","And unto [Adam]([/person/adam_78) he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed _is_ the ground for thy sake; in sorrow shalt thou eat _of_ it all the days of thy life;",adam_78,1,,0,-4004,,,Man falls into sin
Gen.3.18,publish,Gen,Gen.3,18,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;,,0,,0,-4004,,,Man falls into sin
Gen.3.19,publish,Gen,Gen.3,19,"In the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return.","In the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou _art,_ and unto dust shalt thou return.",,0,,0,-4004,,,Man falls into sin
Gen.3.20,publish,Gen,Gen.3,20,And Adam called his wife’s name Eve; because she was the mother of all living.,And [Adam]([/person/adam_78) called his wife’s name [Eve;]([/person/eve_1231) because she was the mother of all living.,"adam_78,eve_1231",2,,0,-4004,,,Man falls into sin
Gen.3.21,publish,Gen,Gen.3,21,"Unto Adam also and to his wife did the LORD God make coats of skins, and clothed them.","Unto [Adam]([/person/adam_78) also and to his wife did the [LORD]([/person/god_1324) [God]([/person/god_1324) make coats of skins, and clothed them.","adam_78,god_1324",2,,0,-4004,,,Man falls into sin
Gen.3.22,publish,Gen,Gen.3,22,"And the LORD God said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:","And the [LORD]([/person/god_1324) [God]([/person/god_1324) said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:",god_1324,1,,0,-4004,,,Man falls into sin
Gen.3.23,publish,Gen,Gen.3,23,"Therefore the LORD God sent him forth from the garden of Eden, to till the ground from whence he was taken.","Therefore the [LORD]([/person/god_1324) [God]([/person/god_1324) sent him forth from the garden of Eden, to till the ground from whence he was taken.",god_1324,1,eden_354,1,-4004,,,Man falls into sin
Gen.3.24,publish,Gen,Gen.3,24,"So he drove out the man; and he placed at the east of the garden of Eden Cherubims, and a flaming sword which turned every way, to keep the way of the tree of life.","So he drove out the man; and he placed at the east of the garden of Eden Cherubims, and a flaming sword which turned every way, to keep the way of the tree of life.",,0,eden_354,1,-4004,,,Man falls into sin
Gen.4.1,publish,Gen,Gen.4,1,"And Adam knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man from the LORD.","And [Adam]([/person/adam_78) knew [Eve]([/person/eve_1231) his wife; and she conceived, and bare [Cain,]([/person/cain_533) and said, I have gotten a man from the [LORD.]([/person/god_1324)","adam_78,eve_1231,cain_533,god_1324",4,,0,-4003,,,Cain kills Abel
Gen.4.2,publish,Gen,Gen.4,2,"And she again bare his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.","And she again bare his brother [Abel.]([/person/abel_13) And [Abel]([/person/abel_13) was a keeper of sheep, but [Cain]([/person/cain_533) was a tiller of the ground.","abel_13,cain_533",2,,0,-4003,,,Cain kills Abel
Gen.4.3,publish,Gen,Gen.4,3,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD.","And in process of time it came to pass, that [Cain]([/person/cain_533) brought of the fruit of the ground an offering unto the [LORD.]([/person/god_1324)","cain_533,god_1324",2,,0,-4003,,,Cain kills Abel
Gen.4.4,publish,Gen,Gen.4,4,"And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering:","And [Abel,]([/person/abel_13) he also brought of the firstlings of his flock and of the fat thereof. And the [LORD]([/person/god_1324) had respect unto [Abel]([/person/abel_13) and to his offering:","abel_13,god_1324",2,,0,-4003,,,Cain kills Abel
Gen.4.5,publish,Gen,Gen.4,5,"But unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.","But unto [Cain]([/person/cain_533) and to his offering he had not respect. And [Cain]([/person/cain_533) was very wroth, and his countenance fell.",cain_533,1,,0,-4003,,,Cain kills Abel
Gen.4.6,publish,Gen,Gen.4,6,"And the LORD said unto Cain, Why art thou wroth? and why is thy countenance fallen?","And the [LORD]([/person/god_1324) said unto [Cain,]([/person/cain_533) Why art thou wroth? and why is thy countenance fallen?","cain_533,god_1324",2,,0,-4003,,,Cain kills Abel
Gen.4.7,publish,Gen,Gen.4,7,"If thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. And unto thee shall be his desire, and thou shalt rule over him.","If thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. And unto thee _shall_ _be_ his desire, and thou shalt rule over him.",,0,,0,-4003,,,Cain kills Abel
Gen.4.8,publish,Gen,Gen.4,8,"And Cain talked with Abel his brother: and it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him.","And [Cain]([/person/cain_533) talked with [Abel]([/person/abel_13) his brother: and it came to pass, when they were in the field, that [Cain]([/person/cain_533) rose up against [Abel]([/person/abel_13) his brother, and slew him.","cain_533,abel_13",2,,0,-4003,,,Cain kills Abel
Gen.4.9,publish,Gen,Gen.4,9,"And the LORD said unto Cain, Where is Abel thy brother? And he said, I know not: Am I my brother’s keeper?","And the [LORD]([/person/god_1324) said unto [Cain,]([/person/cain_533) Where _is_ [Abel]([/person/abel_13) thy brother? And he said, I know not: _Am_ I my brother’s keeper?","cain_533,abel_13,god_1324",3,,0,-4003,,,Cain kills Abel
Gen.4.10,publish,Gen,Gen.4,10,"And he said, What hast thou done? the voice of thy brother’s blood crieth unto me from the ground.","And he said, What hast thou done? the voice of thy brother’s blood crieth unto me from the ground.",,0,,0,-4003,,,Cain kills Abel
Gen.4.11,publish,Gen,Gen.4,11,"And now art thou cursed from the earth, which hath opened her mouth to receive thy brother’s blood from thy hand;","And now _art_ thou cursed from the earth, which hath opened her mouth to receive thy brother’s blood from thy hand;",,0,,0,-4003,,,God curses Cain
Gen.4.12,publish,Gen,Gen.4,12,"When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a vagabond shalt thou be in the earth.","When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a vagabond shalt thou be in the earth.",,0,,0,-4003,,,God curses Cain
